"","Race","Region","EDUC","Income"
"3064","White","Midwest","Secondary","40,000-59,999"
"3065","White","Midwest","Secondary","40,000-59,999"
"3066","White","West","Bachelors","60,000-74,999"
"3067","Hispanic","South","Professional",NA
"3068","Black","Midwest","Primary","1-19,999"
"3069","White","Midwest","Secondary","75,000-99,999"
"3070",NA,"Northeast","Bachelors",NA
"3071","White","South","Secondary","60,000-74,999"
"3072","Other","South","Professional","40,000-59,999"
"3073","White","South","Secondary","150,000 +"
"3074","Hispanic","Northeast","Primary","1-19,999"
"3075","Hispanic","Northeast","Bachelors","40,000-59,999"
"3076","White","Midwest","Professional","75,000-99,999"
"3077","White","Northeast","Bachelors","75,000-99,999"
"3078","Black","South","Primary","20,000-39,999"
"3079","White","Midwest","Secondary",NA
"3080","Black","Midwest","Secondary","1-19,999"
"3081","White","Northeast","Secondary","1-19,999"
"3082","White","Midwest","Secondary","40,000-59,999"
"3083","White","South","Secondary","150,000 +"
"3084","Hispanic","South","Secondary","1-19,999"
"3085","White","West","Secondary","150,000 +"
"3086","White","South","Secondary","20,000-39,999"
"3087","White","Midwest","Bachelors","150,000 +"
"3088","White","West","Secondary","100,000-149,999"
"3089","White","South","Secondary",NA
"3090","White","South","Primary","1-19,999"
"3091","White","South","Masters","150,000 +"
"3092","Other","West","Secondary","150,000 +"
"3093","White","West","Bachelors","100,000-149,999"
"3094","White","Northeast","Bachelors","60,000-74,999"
"3095","White","Midwest","Bachelors","100,000-149,999"
"3096","Black","South","Primary","1-19,999"
"3097","Black","West","Secondary","20,000-39,999"
"3098","Hispanic","West","Secondary","20,000-39,999"
"3099","White","South","Secondary","20,000-39,999"
"3100","White","Midwest","Secondary","60,000-74,999"
"3101","White","Northeast","Masters","60,000-74,999"
"3102","White","Midwest","Secondary","75,000-99,999"
"3103","White","South","Secondary",NA
"3104","White","Midwest","Masters","100,000-149,999"
"3105","White","South","Bachelors","75,000-99,999"
"3106","White","South","Masters","150,000 +"
"3107","Asian/Pacific Islander","South","Masters","1-19,999"
"3108","Other","South","Bachelors","100,000-149,999"
"3109","Hispanic","Midwest","Secondary","1-19,999"
"3110","White","Midwest","Primary","20,000-39,999"
"3111","Hispanic","South","Secondary","100,000-149,999"
"3112","White","South","Primary","100,000-149,999"
"3113","White","Midwest","Secondary","60,000-74,999"
"3114","White","Midwest","Secondary","20,000-39,999"
"3115","Asian/Pacific Islander","West","Primary","150,000 +"
"3116","White","Northeast","Professional","150,000 +"
"3117","White","Midwest","Secondary","20,000-39,999"
"3118","White","South","Secondary",NA
"3119","White","South","Bachelors","100,000-149,999"
"3120","Black","South","Secondary","40,000-59,999"
"3121","White","South","Masters","150,000 +"
"3122","Hispanic","West","Professional","100,000-149,999"
"3123","Black","South","Secondary","1-19,999"
"3124","Asian/Pacific Islander","South","Bachelors","20,000-39,999"
"3125","White","Midwest","Secondary","60,000-74,999"
"3126","White","South","Secondary","60,000-74,999"
"3127","Asian/Pacific Islander","West","Bachelors","75,000-99,999"
"3128","Hispanic","South","Secondary",NA
"3129","Black","South","Primary","Other"
"3130","White","Northeast","Professional","60,000-74,999"
"3131","White","Northeast","Masters","20,000-39,999"
"3132","Other","West","Secondary","40,000-59,999"
"3133","White","South","Masters","60,000-74,999"
"3134","White","South","Bachelors","1-19,999"
"3135","Hispanic","Midwest","Primary","1-19,999"
"3136","Other","South","Secondary","60,000-74,999"
"3137","White","South","Bachelors","100,000-149,999"
"3138","White","South","Bachelors","20,000-39,999"
"3139","White","West","Masters","150,000 +"
"3140","Black","South","Secondary","150,000 +"
"3141","Hispanic","West","Professional","40,000-59,999"
"3142","White","South","Primary","100,000-149,999"
"3143","Hispanic","South","Professional","1-19,999"
"3144","Black","South","Masters","40,000-59,999"
"3145","Black","Midwest","Secondary","100,000-149,999"
"3146","White","Midwest","Professional","150,000 +"
"3147","White","South","Bachelors","100,000-149,999"
"3148","Hispanic","West","Secondary","40,000-59,999"
"3149","Black","South","Primary","1-19,999"
"3150","White","South","Masters","100,000-149,999"
"3151","Black","South","Secondary","20,000-39,999"
"3152","White","West","Secondary","40,000-59,999"
"3153","White","Midwest","Masters","150,000 +"
"3154","White","Midwest","Secondary","75,000-99,999"
"3155","White","Northeast","Masters","100,000-149,999"
"3156","White","South","Masters","150,000 +"
"3157","White","Midwest","Secondary","20,000-39,999"
"3158","White","Midwest","Secondary","100,000-149,999"
"3159","White","Northeast","Secondary","60,000-74,999"
"3160","Hispanic","West","Primary",NA
"3161","White","South","Bachelors",NA
"3162","Hispanic","South","Secondary","Other"
"3163","Hispanic","South","Secondary","75,000-99,999"
"3164","White","Midwest","Secondary","100,000-149,999"
"3165","White","South","Primary","60,000-74,999"
"3166","Hispanic","Midwest","Masters","60,000-74,999"
"3167","White","Midwest","Professional","20,000-39,999"
"3168","White","South","Secondary","20,000-39,999"
"3169","Hispanic","South","Secondary","1-19,999"
"3170","White","Midwest","Secondary","60,000-74,999"
"3171","Black","Northeast","Secondary",NA
"3172","White","Midwest","Secondary","1-19,999"
"3173","White","West","Secondary","60,000-74,999"
"3174","Asian/Pacific Islander","West","Bachelors","150,000 +"
"3175","White","South","Secondary","40,000-59,999"
"3176","White","Midwest","Secondary","40,000-59,999"
"3177","Other","West","Bachelors","100,000-149,999"
"3178","White","Midwest","Secondary","100,000-149,999"
"3179","White","South","Professional","1-19,999"
"3180","White","Northeast","Secondary","75,000-99,999"
"3181","Hispanic","South","Bachelors","20,000-39,999"
"3182","White","South","Bachelors","100,000-149,999"
"3183","Hispanic","South","Primary","1-19,999"
"3184","White","South","Primary","20,000-39,999"
"3185","White","South","Primary","20,000-39,999"
"3186","White","South","Bachelors","75,000-99,999"
"3187","Hispanic","Northeast","Professional","20,000-39,999"
"3188","White","Midwest","Professional","100,000-149,999"
"3189","Black","South","Primary","1-19,999"
"3190","Hispanic","South","Secondary","150,000 +"
"3191","White","South","Bachelors","40,000-59,999"
"3192","Black","Northeast","Secondary","1-19,999"
"3193","White","Midwest","Bachelors","100,000-149,999"
"3194","White","Northeast","Secondary","20,000-39,999"
"3195","White","Midwest","Masters","100,000-149,999"
"3196","White","West","Professional","40,000-59,999"
"3197","White","Midwest","Secondary","60,000-74,999"
"3198","White","Northeast","Professional","60,000-74,999"
"3199","Asian/Pacific Islander","South","Secondary","40,000-59,999"
"3200","Asian/Pacific Islander","West","Bachelors","75,000-99,999"
"3201","White","South","Secondary","150,000 +"
"3202","White","South","Masters","20,000-39,999"
"3203","White","South","Secondary","40,000-59,999"
"3204","White","Midwest","Bachelors","150,000 +"
"3205","White","South","Secondary","20,000-39,999"
"3206","White","Midwest","Bachelors","60,000-74,999"
"3207","White","Midwest","Professional",NA
"3208","White","Northeast","Secondary","40,000-59,999"
"3209","White","West","Masters","100,000-149,999"
"3210","White","Midwest","Masters","150,000 +"
"3211","White","South","Professional","60,000-74,999"
"3212","White","South","Secondary","20,000-39,999"
"3213","White","Midwest","Secondary","40,000-59,999"
"3214","White","West","Secondary","20,000-39,999"
"3215","Black","South","Primary","20,000-39,999"
"3216","Asian/Pacific Islander","West","Masters","150,000 +"
"3217","White","Northeast","Secondary","1-19,999"
"3218","Hispanic","South","Bachelors","40,000-59,999"
"3219","Black","South","Bachelors","40,000-59,999"
"3220","Hispanic","Midwest","Secondary","1-19,999"
"3221","Hispanic","Midwest","Secondary","60,000-74,999"
"3222","White","South","Bachelors","100,000-149,999"
"3223","White","South","Secondary","150,000 +"
"3224","Black","South","Primary","1-19,999"
"3225","White","Northeast","Secondary","100,000-149,999"
"3226","White","South","Secondary","150,000 +"
"3227","White","Midwest","Secondary","75,000-99,999"
"3228","White","Midwest","Bachelors","150,000 +"
"3229","White","Midwest","Bachelors","20,000-39,999"
"3230","Black","West","Primary",NA
"3231","White","South","Secondary","60,000-74,999"
"3232","White","West","Masters","150,000 +"
"3233","Hispanic","South","Secondary","1-19,999"
"3234","Asian/Pacific Islander","Northeast","Masters","150,000 +"
"3235","White","South","Secondary",NA
"3236","White","Midwest","Bachelors","150,000 +"
"3237","White","Midwest","Masters","150,000 +"
"3238","Hispanic","South","Secondary","40,000-59,999"
"3239","White","Midwest","Secondary","40,000-59,999"
"3240","White","South","Professional","100,000-149,999"
"3241","White","Midwest","Primary","40,000-59,999"
"3242","Asian/Pacific Islander","Northeast","Secondary","60,000-74,999"
"3243","Hispanic","Midwest","Professional","100,000-149,999"
"3244","Black","South","Professional","20,000-39,999"
"3245","White","West","Secondary","60,000-74,999"
"3246","White","Midwest","Bachelors","75,000-99,999"
"3247","White","South","Secondary","100,000-149,999"
"3248","White","Northeast","Secondary",NA
"3249","White","West","Masters","150,000 +"
"3250","White","Midwest","Bachelors","40,000-59,999"
"3251","White","West","Professional","40,000-59,999"
"3252","White","Midwest","Secondary","20,000-39,999"
"3253","White","West","Secondary","20,000-39,999"
"3254","White","Midwest","Bachelors","20,000-39,999"
"3255","White","Midwest","Bachelors","150,000 +"
"3256","White","South","Secondary","150,000 +"
"3257","White","South","Professional","1-19,999"
"3258","White","West","Secondary","1-19,999"
"3259","Hispanic","South","Primary","1-19,999"
"3260","White","Midwest","Bachelors","60,000-74,999"
"3261","White","Midwest","Masters","75,000-99,999"
"3262","White","Midwest","Secondary","75,000-99,999"
"3263","White","Midwest","Secondary","75,000-99,999"
"3264","White","South","Secondary","20,000-39,999"
"3265","White","Midwest","Bachelors","150,000 +"
"3266","White","South","Secondary","60,000-74,999"
"3267","Black","South","Bachelors",NA
"3268","Black","West","Secondary","75,000-99,999"
"3269","White","West","Secondary","20,000-39,999"
"3270","White","Midwest","Secondary","100,000-149,999"
"3271","White","Northeast","Masters","150,000 +"
"3272","Asian/Pacific Islander","South","Bachelors","100,000-149,999"
"3273","Hispanic","Midwest","Secondary",NA
"3274","Black","South","Secondary","20,000-39,999"
"3275","Hispanic","South","Bachelors","100,000-149,999"
"3276","Black","Midwest","Secondary","20,000-39,999"
"3277","White","South","Masters","60,000-74,999"
"3278","Black","South","Secondary","20,000-39,999"
"3279","White","South","Professional","40,000-59,999"
"3280","White","Northeast","Bachelors","75,000-99,999"
"3281","White","South","Secondary","60,000-74,999"
"3282","Hispanic","West","Professional","60,000-74,999"
"3283","Black","Midwest",NA,"1-19,999"
"3284","Other","South","Secondary","1-19,999"
"3285","Black","South","Secondary","1-19,999"
"3286","Hispanic","South","Bachelors","20,000-39,999"
"3287","Hispanic","West","Secondary","40,000-59,999"
"3288","White","West","Secondary","20,000-39,999"
"3289","White","West","Masters","150,000 +"
"3290","White","Midwest","Bachelors","20,000-39,999"
"3291","Black","South","Secondary","20,000-39,999"
"3292","Black","West","Bachelors",NA
"3293","White","South","Professional",NA
"3294","White","Midwest","Bachelors","100,000-149,999"
"3295","Hispanic","South","Primary","1-19,999"
"3296","Black","Midwest","Primary",NA
"3297","White","South","Secondary","150,000 +"
"3298","White","West","Bachelors","40,000-59,999"
"3299","Black","South","Professional","20,000-39,999"
"3300","White","Midwest","Bachelors","150,000 +"
"3301","Other","Northeast","Bachelors","100,000-149,999"
"3302","White","West","Bachelors",NA
"3303","White","South","Primary","1-19,999"
"3304","White","Midwest","Secondary","20,000-39,999"
"3305","White","South","Bachelors","75,000-99,999"
"3306","White","South","Secondary","100,000-149,999"
"3307","White","Midwest","Secondary","20,000-39,999"
"3308","White","Midwest","Masters","100,000-149,999"
"3309","Black","Northeast","Secondary","1-19,999"
"3310","White","Midwest","Masters","150,000 +"
"3311","White","Midwest","Secondary",NA
"3312","Asian/Pacific Islander","South","Bachelors","60,000-74,999"
"3313","White","South","Secondary","20,000-39,999"
"3314","White","Midwest","Secondary","40,000-59,999"
"3315","White","South","Bachelors","1-19,999"
"3316","White","Midwest","Masters","150,000 +"
"3317","White","West","Masters","100,000-149,999"
"3318","Black","South","Secondary",NA
"3319","White","Northeast","Secondary","20,000-39,999"
"3320","Hispanic","South","Bachelors","100,000-149,999"
"3321","White","Midwest","Bachelors","20,000-39,999"
"3322","White","Northeast","Secondary","60,000-74,999"
"3323","White","South","Professional","150,000 +"
"3324","White","Northeast","Bachelors","100,000-149,999"
"3325","White","West","Secondary","150,000 +"
"3326","Hispanic","South","Bachelors","20,000-39,999"
"3327","White","Midwest","Bachelors","150,000 +"
"3328","White","Midwest","Professional","20,000-39,999"
"3329","White","South","Primary","100,000-149,999"
"3330","Asian/Pacific Islander","West","Masters",NA
"3331","Hispanic","Midwest","Secondary","40,000-59,999"
"3332","Black","Midwest","Secondary","40,000-59,999"
"3333","White","South","Secondary","150,000 +"
"3334","Black","West","Secondary","40,000-59,999"
"3335","White","Midwest","Secondary","20,000-39,999"
"3336","White","Midwest","Secondary","60,000-74,999"
"3337","White","Midwest","Masters","60,000-74,999"
"3338","White","South","Secondary","20,000-39,999"
"3339","White","South","Bachelors","75,000-99,999"
"3340","White","South","Secondary","75,000-99,999"
"3341","Other","South","Secondary",NA
"3342","Asian/Pacific Islander","West","Professional","75,000-99,999"
"3343","Black","South","Masters","150,000 +"
"3344","White","West","Secondary",NA
"3345","Hispanic","Midwest","Secondary","40,000-59,999"
"3346","White","South","Masters","150,000 +"
"3347","Black","Midwest","Secondary","1-19,999"
"3348","White","Midwest","Secondary","150,000 +"
"3349","White","Midwest","Secondary","20,000-39,999"
"3350","White","Midwest","Masters","60,000-74,999"
"3351","Hispanic","Midwest","Primary","20,000-39,999"
"3352","White","South","Bachelors","20,000-39,999"
"3353","Black","South","Primary","1-19,999"
"3354","White","West","Secondary","100,000-149,999"
"3355","White","Midwest","Secondary","1-19,999"
"3356","Black","South","Professional","1-19,999"
"3357","White","Midwest","Secondary","150,000 +"
"3358","Other","South","Professional","150,000 +"
"3359","White","South","Secondary","20,000-39,999"
"3360","Black","South","Secondary",NA
"3361","White","South","Bachelors","100,000-149,999"
"3362","Hispanic","West","Secondary","40,000-59,999"
"3363","Hispanic","South","Bachelors","100,000-149,999"
"3364","Black","South","Secondary","20,000-39,999"
"3365","White","Midwest","Secondary","75,000-99,999"
"3366","Black","Midwest","Professional","40,000-59,999"
"3367","White","Midwest","Secondary","75,000-99,999"
"3368","White","South","Secondary","100,000-149,999"
"3369","Hispanic","South","Professional","1-19,999"
"3370","Hispanic","Northeast","Secondary","40,000-59,999"
"3371","Hispanic","South","Professional","75,000-99,999"
"3372","Black","South","Secondary",NA
"3373","Hispanic","South","Bachelors","100,000-149,999"
"3374","White","West","Secondary","20,000-39,999"
"3375","White","Northeast","Bachelors","150,000 +"
"3376","White","Northeast","Secondary","40,000-59,999"
"3377","White","West","Secondary","75,000-99,999"
"3378","Hispanic","South","Primary","1-19,999"
"3379","White","Midwest","Secondary","1-19,999"
"3380","White","South","Secondary","40,000-59,999"
"3381","Hispanic","West","Bachelors","100,000-149,999"
"3382","White","South","Secondary","75,000-99,999"
"3383","White","South","Secondary","40,000-59,999"
"3384","White","South","Bachelors","150,000 +"
"3385","White","South","Bachelors","40,000-59,999"
"3386","White","Northeast","Primary","60,000-74,999"
"3387","Hispanic","South","Secondary","100,000-149,999"
"3388","Asian/Pacific Islander","West","Bachelors","150,000 +"
"3389","White","South","Secondary","60,000-74,999"
"3390","Black","South","Secondary","1-19,999"
"3391","White","South","Primary",NA
"3392","Hispanic","West","Primary","1-19,999"
"3393","White","Midwest","Secondary","20,000-39,999"
"3394","White","Midwest","Secondary","20,000-39,999"
"3395","Black","Midwest","Secondary","1-19,999"
"3396","Hispanic","South","Secondary",NA
"3397","White","West","Secondary","40,000-59,999"
"3398","Hispanic","South","Secondary","20,000-39,999"
"3399","Black","West","Professional","20,000-39,999"
"3400","White","Midwest","Bachelors","20,000-39,999"
"3401","White","South","Secondary","40,000-59,999"
"3402","Asian/Pacific Islander","Midwest","Secondary",NA
"3403","White","Midwest","Bachelors","40,000-59,999"
"3404","White","South","Professional","20,000-39,999"
"3405","Black","Midwest","Secondary","1-19,999"
"3406","White","Midwest","Professional","20,000-39,999"
"3407","White","West","Bachelors","20,000-39,999"
"3408","White","Northeast","Secondary","150,000 +"
"3409","Black","South","Secondary","20,000-39,999"
"3410","White","South","Secondary","100,000-149,999"
"3411","White","Midwest","Professional","40,000-59,999"
"3412","White","Midwest","Secondary",NA
"3413","Black","South","Secondary","20,000-39,999"
"3414","White","Midwest","Bachelors","40,000-59,999"
"3415","Black","South","Secondary","60,000-74,999"
"3416","White","Midwest","Secondary","40,000-59,999"
"3417","White","Northeast","Primary","20,000-39,999"
"3418","Black","West","Secondary","60,000-74,999"
"3419","Other","South","Bachelors","100,000-149,999"
"3420","Hispanic","West","Secondary","60,000-74,999"
"3421","White","Midwest","Professional","100,000-149,999"
"3422","White","West","Secondary","20,000-39,999"
"3423","White","Midwest","Professional","1-19,999"
"3424","White","Midwest","Primary","60,000-74,999"
"3425","Hispanic","Midwest","Primary",NA
"3426","White","West","Masters","60,000-74,999"
"3427","White","Midwest","Professional","150,000 +"
"3428","White","Midwest","Professional","20,000-39,999"
"3429","White","Northeast","Bachelors","100,000-149,999"
"3430","White","South","Professional","20,000-39,999"
"3431","White","Midwest","Secondary","20,000-39,999"
"3432","Hispanic","West","Secondary","20,000-39,999"
"3433","Other","West","Secondary","20,000-39,999"
"3434","Hispanic","West","Masters","150,000 +"
"3435","White","South","Secondary","20,000-39,999"
"3436","Other","South","Secondary","40,000-59,999"
"3437","White","Midwest","Bachelors","150,000 +"
"3438","White","Midwest","Secondary","100,000-149,999"
"3439","White","Midwest","Bachelors","40,000-59,999"
"3440","Black","South","Secondary","1-19,999"
"3441","Hispanic","South","Primary",NA
"3442","Asian/Pacific Islander","West","Secondary",NA
"3443","White","South","Professional","100,000-149,999"
"3444","Black","South","Secondary","20,000-39,999"
"3445","White","South","Secondary","1-19,999"
"3446","White","West","Masters","40,000-59,999"
"3447","White","Midwest","Bachelors","100,000-149,999"
"3448","White","South","Secondary","1-19,999"
"3449","White","Northeast","Secondary","75,000-99,999"
"3450","White","Midwest","Masters","100,000-149,999"
"3451","White","South","Secondary","1-19,999"
"3452","White","West","Secondary","60,000-74,999"
"3453","White","Midwest","Masters","60,000-74,999"
"3454","Asian/Pacific Islander","West","Bachelors","150,000 +"
"3455","White","Midwest","Secondary","60,000-74,999"
"3456","White","South","Masters","100,000-149,999"
"3457","Hispanic","South","Secondary","20,000-39,999"
"3458","White","Northeast","Masters","150,000 +"
"3459","Black","Midwest","Professional","1-19,999"
"3460","White","South","Bachelors",NA
"3461","Hispanic","West","Secondary","20,000-39,999"
"3462","Asian/Pacific Islander","Northeast","Masters",NA
"3463","Hispanic","West","Secondary","20,000-39,999"
"3464","White","Northeast","Secondary","150,000 +"
"3465","White","Midwest","Bachelors","100,000-149,999"
"3466","White","Midwest","Secondary","40,000-59,999"
"3467","White","Northeast","Professional","100,000-149,999"
"3468","Hispanic","South","Primary",NA
"3469","Hispanic","West","Bachelors","75,000-99,999"
"3470","White","Northeast","Primary","1-19,999"
"3471","Black","Midwest","Secondary","1-19,999"
"3472","White","Midwest","Secondary","100,000-149,999"
"3473","White","South","Secondary","40,000-59,999"
"3474","White","South","Bachelors","75,000-99,999"
"3475","White","Northeast","Masters","75,000-99,999"
"3476","White","South","Masters",NA
"3477","White","South","Secondary","150,000 +"
"3478","Hispanic","South","Secondary","1-19,999"
"3479","Hispanic","South","Secondary","1-19,999"
"3480","White","South","Secondary","100,000-149,999"
