"","Race","Region","EDUC","Income","Gender","Income_cont"
"1247","White","Midwest","Bachelors","60,000-74,999","Female",67500
"1248","Black","Midwest","Secondary","10,000-19,999","Male",10000
"1249","Black","South","Primary","1-9,999","Female",5000
"1250","Hispanic","West","Associates","1-9,999","Female",5000
"1251","White","South","Secondary","100,000-149,999","Male",125000
"1252","White","South","Masters","150,000 +","Female",2e+05
"1253","Hispanic","South","Primary","1-9,999","Female",5000
"1254","White","Midwest","Masters","100,000-149,999","Female",125000
"1255","White","West","Masters","60,000-74,999","Male",67500
"1256","White","West","Secondary","30,000-39,999","Female",35000
"1257","Black","South","Bachelors",NA,"Female",NA
"1258","White","West","Bachelors","60,000-74,999","Female",67500
"1259","Hispanic","South","Bachelors","150,000 +","Male",2e+05
"1260","Black","South","Associates",NA,"Female",NA
"1261","Black","Northeast","Masters","40,000-59,999","Female",55000
"1262","White","South","Bachelors","10,000-19,999","Female",10000
"1263","White","Northeast","Secondary","60,000-74,999","Male",67500
"1264","Black","Northeast","Secondary","40,000-59,999","Female",55000
"1265","Hispanic","West","Secondary",NA,"Female",NA
"1266","White","Midwest","Primary","60,000-74,999","Male",67500
"1267","White","South","Bachelors","40,000-59,999","Female",55000
"1268","White","South","Bachelors","40,000-59,999","Male",55000
"1269","White","Midwest","Secondary","10,000-19,999","Female",10000
"1270",NA,"Midwest",NA,NA,NA,NA
"1271","White","West","Associates","20,000- 29,999","Female",25000
"1272","White","Midwest","Secondary","40,000-59,999","Male",55000
"1273","Black","West","Associates","40,000- 49,999","Female",45000
"1274","White","Midwest","Secondary","20,000- 29,999","Male",25000
"1275","White","Midwest","Secondary","40,000-59,999","Male",55000
"1276","Black","South","Secondary","1-9,999","Female",5000
"1277","White","West","Associates","60,000-74,999","Female",67500
"1278","White","South","Associates","40,000-59,999","Female",55000
"1279","White","Midwest","Secondary","20,000- 29,999","Female",25000
"1280","Black","Northeast","Bachelors",NA,"Female",NA
"1281","White","Northeast","Secondary","40,000-59,999","Female",55000
"1282","White","Midwest","Masters","60,000-74,999","Female",67500
"1283","White","Midwest","Masters","75,000-99,999","Female",87500
"1284",NA,"South",NA,NA,NA,NA
"1285","Black","South","Secondary","10,000-19,999","Male",10000
"1286","White","Midwest","Bachelors",NA,"Male",NA
"1287",NA,"Midwest",NA,NA,NA,NA
"1288",NA,"South",NA,NA,NA,NA
"1289","Black","South","Associates",NA,"Male",NA
"1290","White","South","Masters",NA,"Female",NA
"1291","Asian/Pacific Islander","West","Secondary","10,000-19,999","Male",10000
"1292","White","Midwest","Primary","1-9,999","Female",5000
"1293","White","Midwest","Secondary","150,000 +","Female",2e+05
"1294","White","Northeast","Masters","150,000 +","Female",2e+05
"1295","Hispanic","West","Secondary","40,000-59,999","Male",55000
"1296","White","South","Primary","30,000-39,999","Female",35000
"1297","Other","South","Primary","20,000- 29,999","Female",25000
"1298","White","Northeast","Bachelors","20,000- 29,999","Male",25000
"1299","White","Midwest","Associates","30,000-39,999","Female",35000
"1300","White","West","Masters","60,000-74,999","Male",67500
"1301","White","West","Secondary","20,000- 29,999","Male",25000
"1302","Black","South","Primary",NA,"Male",NA
"1303",NA,"South",NA,NA,NA,NA
"1304","Hispanic","West","Associates","60,000-74,999","Female",67500
"1305","White","West","Primary","30,000-39,999","Female",35000
"1306","White","West","Associates","75,000-99,999","Male",87500
"1307","White","South","Secondary","40,000-59,999","Male",55000
"1308","Black","South","Secondary","75,000-99,999","Male",87500
"1309","White","Midwest","Secondary","30,000-39,999","Male",35000
"1310","Black","Midwest","Associates","30,000-39,999","Female",35000
"1311","Black","South","Bachelors","1-9,999","Male",5000
"1312","White","Midwest","Masters","100,000-149,999","Female",125000
"1313","White","Northeast","Bachelors","150,000 +","Female",2e+05
"1314","White","Northeast","Associates","150,000 +","Male",2e+05
"1315","White","Midwest","Primary","10,000-19,999","Female",10000
"1316","White","Midwest","Bachelors",NA,"Female",NA
"1317","White","Midwest","Bachelors","40,000-59,999","Male",55000
"1318","Asian/Pacific Islander","Midwest","Bachelors",NA,"Male",NA
"1319","White","Northeast","Primary","40,000-59,999","Female",55000
"1320","Other","South","Bachelors","100,000-149,999","Male",125000
"1321","White","West","Secondary",NA,"Female",NA
"1322","Black","South","Secondary","10,000-19,999","Female",10000
"1323","Black","Northeast","Primary","20,000- 29,999","Male",25000
"1324","White","Northeast","Bachelors",NA,"Male",NA
"1325","Asian/Pacific Islander","South","Associates","75,000-99,999","Female",87500
"1326","Black","Midwest","Masters","100,000-149,999","Female",125000
"1327","Hispanic","South","Secondary","1-9,999","Male",5000
"1328","Black","South","Associates","40,000- 49,999","Female",45000
"1329","Black","South","Bachelors","150,000 +","Female",2e+05
"1330","White","South","Bachelors","60,000-74,999","Male",67500
"1331","White","South","Bachelors","75,000-99,999","Male",87500
"1332","Black","South","Associates","10,000-19,999","Female",10000
"1333","White","South","Secondary","40,000- 49,999","Female",45000
"1334","Black","South","Associates","60,000-74,999","Female",67500
"1335","White","Midwest","Associates","30,000-39,999","Male",35000
"1336","Hispanic","South","Primary","1-9,999","Female",5000
"1337","White","South","Primary",NA,"Male",NA
"1338","Black","South","Associates","100,000-149,999","Female",125000
"1339","White","West","Secondary","40,000-59,999","Female",55000
"1340","White","Northeast","Bachelors","150,000 +","Male",2e+05
"1341","White","Midwest","Masters",NA,"Female",NA
"1342","White","South","Primary","40,000- 49,999","Male",45000
"1343","White","Midwest","Associates","10,000-19,999","Female",10000
"1344","White","Northeast","Secondary","75,000-99,999","Female",87500
"1345",NA,"West",NA,NA,NA,NA
"1346","White","Midwest","Secondary","60,000-74,999","Male",67500
"1347","White","Midwest","Bachelors","40,000-59,999","Female",55000
"1348","Black","West","Secondary","40,000-59,999","Female",55000
"1349","Other","West","Associates","40,000-59,999","Female",55000
"1350","Asian/Pacific Islander","Northeast","Bachelors","10,000-19,999","Male",10000
"1351","Hispanic","Midwest","Primary","1-9,999","Female",5000
"1352","Hispanic","West","Bachelors","30,000-39,999","Female",35000
"1353","Hispanic","Midwest","Primary","60,000-74,999","Male",67500
"1354","White","Northeast","Secondary","100,000-149,999","Male",125000
"1355",NA,"South",NA,NA,NA,NA
"1356","Hispanic","West","Secondary","30,000-39,999","Male",35000
"1357","White","West","Bachelors","60,000-74,999","Male",67500
"1358","Other","South","Primary","1-9,999","Male",5000
"1359","Asian/Pacific Islander","West","Secondary","10,000-19,999","Male",10000
"1360","Hispanic","Midwest","Secondary","1-9,999","Male",5000
"1361","White","South","Bachelors","100,000-149,999","Male",125000
"1362","White","South","Primary","10,000-19,999","Female",10000
"1363","White","Midwest","PhD","40,000-59,999","Female",55000
"1364","Hispanic","Northeast","Secondary","30,000-39,999","Female",35000
"1365","White","South","Masters","100,000-149,999","Female",125000
"1366","White","Midwest","Secondary","60,000-74,999","Male",67500
"1367",NA,"Midwest",NA,NA,NA,NA
"1368","White","Midwest","Primary",NA,"Female",NA
"1369","Other","South","Associates","150,000 +","Male",2e+05
"1370","White","South","Secondary","40,000- 49,999","Female",45000
"1371","Black","South","Bachelors","10,000-19,999","Male",10000
"1372","White","South","Associates","30,000-39,999","Male",35000
"1373","Black","South","Secondary","1-9,999","Female",5000
"1374","White","West","Secondary","60,000-74,999","Female",67500
"1375","White","Midwest","Bachelors","30,000-39,999","Female",35000
"1376","White","Midwest","Masters","75,000-99,999","Female",87500
"1377","Black","Midwest","Primary",NA,"Male",NA
"1378","White","South","Secondary","20,000- 29,999","Female",25000
"1379","White","Midwest","Bachelors","40,000- 49,999","Female",45000
"1380","Black","Midwest","Bachelors","10,000-19,999","Male",10000
"1381","White","West","Masters","40,000-59,999","Male",55000
"1382","White","South","Associates","30,000-39,999","Male",35000
"1383","White","South","Associates","100,000-149,999","Male",125000
"1384","White","Midwest","Bachelors","100,000-149,999","Male",125000
"1385","Black","South","Masters","40,000-59,999","Female",55000
"1386","White","Midwest","Associates","100,000-149,999","Male",125000
"1387","White","West","Secondary","100,000-149,999","Male",125000
"1388","Hispanic","West","Associates","75,000-99,999","Male",87500
"1389","White","West","Secondary","100,000-149,999","Male",125000
"1390","White","South","Bachelors",NA,"Female",NA
"1391","White","Midwest","Associates","100,000-149,999","Female",125000
"1392","White","Midwest","Secondary","30,000-39,999","Female",35000
"1393","Black","South","Primary","20,000- 29,999","Male",25000
"1394","White","Northeast","Bachelors","100,000-149,999","Male",125000
"1395","White","Northeast","Associates","75,000-99,999","Male",87500
"1396","White","West","Associates","75,000-99,999","Female",87500
"1397","Asian/Pacific Islander","Midwest","Secondary","20,000- 29,999","Male",25000
"1398","Black","South","Bachelors","100,000-149,999","Male",125000
"1399","Hispanic","South","Secondary","10,000-19,999","Male",10000
"1400","White","Midwest","Secondary","20,000- 29,999","Female",25000
"1401","White","Midwest","Masters","100,000-149,999","Female",125000
"1402","Other","South","Primary","1-9,999","Female",5000
"1403","White","West","Associates","30,000-39,999","Female",35000
"1404",NA,"South",NA,NA,NA,NA
"1405","White","Midwest","Masters","150,000 +","Male",2e+05
"1406","Black","South","Secondary","20,000- 29,999","Female",25000
"1407","White","Midwest","Masters","100,000-149,999","Female",125000
"1408",NA,"West",NA,NA,NA,NA
"1409","White","Midwest","Associates","40,000-59,999","Male",55000
"1410","White","Midwest","Secondary","30,000-39,999","Female",35000
"1411","White","South","Masters","150,000 +","Female",2e+05
"1412","White","West","Associates","100,000-149,999","Female",125000
"1413","White","West","Secondary",NA,"Female",NA
"1414","Hispanic","Midwest","Secondary","10,000-19,999","Female",10000
"1415","White","South","Secondary","20,000- 29,999","Female",25000
"1416","White","South","Associates","10,000-19,999","Female",10000
"1417","White","South","Bachelors","60,000-74,999","Female",67500
"1418","White","South","Associates","75,000-99,999","Male",87500
"1419","White","Midwest","Associates","40,000- 49,999","Female",45000
"1420","White","South","Secondary","10,000-19,999","Female",10000
"1421","Hispanic","West","Associates","1-9,999","Female",5000
"1422",NA,"West",NA,NA,NA,NA
"1423","Other","South","Primary","60,000-74,999","Female",67500
"1424",NA,"Northeast","Secondary","150,000 +","Male",2e+05
"1425","White","South","Bachelors","100,000-149,999","Male",125000
"1426","White","South","Associates","30,000-39,999","Male",35000
"1427","White","South","Associates","100,000-149,999","Female",125000
"1428","White","South","Masters","75,000-99,999","Female",87500
"1429","White","Midwest","Masters","150,000 +","Female",2e+05
"1430","Hispanic","South","Primary","30,000-39,999","Female",35000
"1431","White","Midwest","Bachelors","150,000 +","Female",2e+05
"1432","Black","South","Associates","10,000-19,999","Female",10000
"1433","Hispanic","South","Secondary","20,000- 29,999","Male",25000
"1434","White","Midwest","Bachelors","75,000-99,999","Female",87500
"1435","Hispanic","Northeast","Secondary",NA,"Male",NA
"1436","White","Northeast","Secondary","40,000-59,999","Female",55000
"1437","White","South","Secondary","40,000- 49,999","Female",45000
"1438",NA,"South",NA,NA,NA,NA
"1439","Black","South","Masters","150,000 +","Female",2e+05
"1440","White","Midwest","Bachelors","100,000-149,999","Male",125000
"1441","Black","South","Associates","10,000-19,999","Female",10000
"1442","White","Northeast","Associates","60,000-74,999","Male",67500
"1443","Hispanic","Northeast","Secondary","100,000-149,999","Male",125000
"1444","White","Northeast","Masters","30,000-39,999","Female",35000
"1445","White","Midwest","Masters","150,000 +","Female",2e+05
"1446","White","South","Secondary","40,000- 49,999","Female",45000
"1447","White","South","Masters","100,000-149,999","Female",125000
"1448","White","Midwest","Associates","75,000-99,999","Male",87500
"1449","Black","South","Secondary","1-9,999","Female",5000
"1450","Black","Midwest","Associates","60,000-74,999","Male",67500
"1451","Hispanic","South","Primary","150,000 +","Male",2e+05
"1452","White","Midwest","Secondary",NA,"Female",NA
"1453","Black","South","Secondary","1-9,999","Female",5000
"1454","Black","South","Secondary","10,000-19,999","Male",10000
"1455","Other","South","Primary","30,000-39,999","Female",35000
"1456","White","South","Primary","10,000-19,999","Male",10000
"1457","Black","South","Masters","75,000-99,999","Female",87500
"1458","White","Midwest","Associates",NA,"Female",NA
"1459","White","West","Associates","40,000- 49,999","Female",45000
"1460","White","South","Bachelors","100,000-149,999","Female",125000
"1461","White","Northeast","Masters","40,000-59,999","Male",55000
"1462","White","Northeast","Bachelors","60,000-74,999","Male",67500
"1463","Black","South","Secondary","20,000- 29,999","Male",25000
"1464","White","South","Associates","1-9,999","Female",5000
"1465",NA,"Midwest","Associates","20,000- 29,999","Male",25000
"1466","Hispanic","Midwest","Primary","30,000-39,999","Male",35000
"1467","White","South","Primary","40,000- 49,999","Male",45000
