"","Race","Region","EDUC","Gender","Income","Income_cont"
"1301","Other","South","Secondary","Male","150,000 +","200000"
"1302","White","South","Secondary","Female","40,000- 49,999","45000"
"1303","Black","South","Bachelors","Male","10,000-19,999","10000"
"1304","White","South","Secondary","Male","30,000-39,999","35000"
"1305","Black","South","Secondary","Female","1-9,999","5000"
"1306","White","West","Secondary","Female","60,000-74,999","67500"
"1307","White","Midwest","Bachelors","Female","30,000-39,999","35000"
"1308","White","Midwest","Masters","Female","75,000-99,999","87500"
"1309","Black","Midwest","Primary","Male",NA,NA
"1310","White","South","Secondary","Female","20,000- 29,999","25000"
"1311","White","Midwest","Bachelors","Female","40,000- 49,999","45000"
"1312","Black","Midwest","Bachelors","Male","10,000-19,999","10000"
"1313","White","West","Masters","Male","40,000-59,999","55000"
"1314","White","South","Professional","Male","30,000-39,999","35000"
"1315","White","South","Professional","Male","100,000-149,999","125000"
"1316","White","Midwest","Bachelors","Male","100,000-149,999","125000"
"1317","Black","South","Masters","Female","40,000-59,999","55000"
"1318","White","Midwest","Professional","Male","100,000-149,999","125000"
"1319","White","West","Secondary","Male","100,000-149,999","125000"
"1320","Hispanic","West","Secondary","Male","75,000-99,999","87500"
"1321","White","West","Secondary","Male","100,000-149,999","125000"
"1322","White","South","Bachelors","Female",NA,NA
"1323","White","Midwest","Professional","Female","100,000-149,999","125000"
"1324","White","Midwest","Secondary","Female","30,000-39,999","35000"
"1325","Black","South","Primary","Male","20,000- 29,999","25000"
"1326","White","Northeast","Bachelors","Male","100,000-149,999","125000"
"1327","White","Northeast","Professional","Male","75,000-99,999","87500"
"1328","White","West","Professional","Female","75,000-99,999","87500"
"1329","Asian/Pacific Islander","Midwest","Secondary","Male","20,000- 29,999","25000"
"1330","Black","South","Bachelors","Male","100,000-149,999","125000"
"1331","Hispanic","South","Secondary","Male","10,000-19,999","10000"
"1332","White","Midwest","Secondary","Female","20,000- 29,999","25000"
"1333","White","Midwest","Masters","Female","100,000-149,999","125000"
"1334","Other","South","Primary","Female","1-9,999","5000"
"1335","White","West","Professional","Female","30,000-39,999","35000"
"1336","White","Midwest","Masters","Male","150,000 +","200000"
"1337","Black","South","Secondary","Female","20,000- 29,999","25000"
"1338","White","Midwest","Masters","Female","100,000-149,999","125000"
"1339","White","Midwest","Secondary","Male","40,000-59,999","55000"
"1340","White","Midwest","Secondary","Female","30,000-39,999","35000"
"1341","White","South","Masters","Female","150,000 +","200000"
"1342","White","West","Secondary","Female","100,000-149,999","125000"
"1343","White","West","Secondary","Female",NA,NA
"1344","Hispanic","Midwest","Secondary","Female","10,000-19,999","10000"
"1345","White","South","Secondary","Female","20,000- 29,999","25000"
"1346","White","South","Professional","Female","10,000-19,999","10000"
"1347","White","South","Bachelors","Female","60,000-74,999","67500"
"1348","White","South","Secondary","Male","75,000-99,999","87500"
"1349","White","Midwest","Secondary","Female","40,000- 49,999","45000"
"1350","White","South","Secondary","Female","10,000-19,999","10000"
"1351","Hispanic","West","Secondary","Female","1-9,999","5000"
"1352","Other","South","Primary","Female","60,000-74,999","67500"
"1353",NA,"Northeast","Secondary","Male","150,000 +","200000"
"1354","White","South","Bachelors","Male","100,000-149,999","125000"
"1355","White","South","Professional","Male","30,000-39,999","35000"
"1356","White","South","Professional","Female","100,000-149,999","125000"
"1357","White","South","Masters","Female","75,000-99,999","87500"
"1358","White","Midwest","Masters","Female","150,000 +","200000"
"1359","Hispanic","South","Primary","Female","30,000-39,999","35000"
"1360","White","Midwest","Bachelors","Female","150,000 +","200000"
"1361","Black","South","Professional","Female","10,000-19,999","10000"
"1362","Hispanic","South","Secondary","Male","20,000- 29,999","25000"
"1363","White","Midwest","Bachelors","Female","75,000-99,999","87500"
"1364","Hispanic","Northeast","Secondary","Male",NA,NA
"1365","White","Northeast","Secondary","Female","40,000-59,999","55000"
"1366","White","South","Secondary","Female","40,000- 49,999","45000"
"1367","Black","South","Masters","Female","150,000 +","200000"
"1368","White","Midwest","Bachelors","Male","100,000-149,999","125000"
"1369","Black","South","Secondary","Female","10,000-19,999","10000"
"1370","White","Northeast","Professional","Male","60,000-74,999","67500"
"1371","Hispanic","Northeast","Secondary","Male","100,000-149,999","125000"
"1372","White","Northeast","Masters","Female","30,000-39,999","35000"
"1373","White","Midwest","Masters","Female","150,000 +","200000"
"1374","White","South","Secondary","Female","40,000- 49,999","45000"
"1375","White","South","Masters","Female","100,000-149,999","125000"
"1376","White","Midwest","Secondary","Male","75,000-99,999","87500"
"1377","Black","South","Secondary","Female","1-9,999","5000"
"1378","Black","Midwest","Professional","Male","60,000-74,999","67500"
"1379","Hispanic","South","Primary","Male","150,000 +","200000"
"1380","White","Midwest","Secondary","Female",NA,NA
"1381","Black","South","Secondary","Female","1-9,999","5000"
"1382","Black","South","Secondary","Male","10,000-19,999","10000"
"1383","Other","South","Primary","Female","30,000-39,999","35000"
"1384","White","South","Primary","Male","10,000-19,999","10000"
"1385","Black","South","Masters","Female","75,000-99,999","87500"
"1386","White","Midwest","Secondary","Female",NA,NA
"1387","White","West","Professional","Female","40,000- 49,999","45000"
"1388","White","South","Bachelors","Female","100,000-149,999","125000"
"1389","White","Northeast","Masters","Male","40,000-59,999","55000"
"1390","White","Northeast","Bachelors","Male","60,000-74,999","67500"
"1391","Black","South","Secondary","Male","20,000- 29,999","25000"
"1392","White","South","Secondary","Female","1-9,999","5000"
"1393",NA,"Midwest","Secondary","Male","20,000- 29,999","25000"
"1394","Hispanic","Midwest","Primary","Male","30,000-39,999","35000"
"1395","White","South","Primary","Male","40,000- 49,999","45000"
"1396","White","Northeast","Masters","Male","100,000-149,999","125000"
"1397","White","West","Masters","Male","60,000-74,999","67500"
"1398","White","West","Professional","Female","75,000-99,999","87500"
"1399","White","Midwest","Secondary","Female","60,000-74,999","67500"
"1400","Other","Midwest","Bachelors","Female","150,000 +","200000"
"1401","White","South","Bachelors","Male","100,000-149,999","125000"
"1402","White","South","Professional","Female","60,000-74,999","67500"
"1403","White","Northeast","Secondary","Male","30,000-39,999","35000"
"1404","White","South","Masters","Female","75,000-99,999","87500"
"1405","Black","Northeast","Secondary","Female","10,000-19,999","10000"
"1406","White","South","Bachelors","Male","150,000 +","200000"
"1407","Hispanic","West","Secondary","Female","100,000-149,999","125000"
"1408","Black","Midwest","Secondary","Male","100,000-149,999","125000"
"1409","White","South","Secondary","Male","40,000-59,999","55000"
"1410","White","West","Professional","Female","100,000-149,999","125000"
"1411","White","Midwest","Professional","Female","75,000-99,999","87500"
"1412","White","Northeast","Bachelors","Male","100,000-149,999","125000"
"1413","White","South","Professional","Female","30,000-39,999","35000"
"1414","Hispanic","South","Secondary","Male","100,000-149,999","125000"
"1415","Black","Midwest","Primary","Female","1-9,999","5000"
"1416","Black","South","Professional","Male","60,000-74,999","67500"
"1417","White","Northeast","Secondary","Female","75,000-99,999","87500"
"1418","White","Midwest","Secondary","Male","10,000-19,999","10000"
"1419","White","South","Bachelors","Male","40,000-59,999","55000"
"1420","White","Midwest","Masters","Female","60,000-74,999","67500"
"1421","Hispanic","South","Primary","Male","10,000-19,999","10000"
"1422","White","Midwest","Bachelors","Male","60,000-74,999","67500"
"1423","White","South","Bachelors","Female","150,000 +","200000"
"1424","White","South","Professional","Male","40,000-59,999","55000"
"1425","White","Midwest","Primary","Male","30,000-39,999","35000"
"1426","White","South","Secondary","Female","150,000 +","200000"
"1427","White","Midwest","Bachelors","Female",NA,NA
"1428","White","South","Secondary","Male","20,000- 29,999","25000"
"1429","White","South","Bachelors","Male","20,000- 29,999","25000"
"1430","Other","Midwest","Professional","Male","150,000 +","200000"
"1431","White","South","Secondary","Female","20,000- 29,999","25000"
"1432","Hispanic","Midwest","Secondary","Female","30,000-39,999","35000"
"1433","White","South","Secondary","Male","40,000- 49,999","45000"
"1434","White","Midwest","Bachelors","Male","40,000- 49,999","45000"
"1435","Hispanic","Midwest","Secondary","Female",NA,NA
"1436","White","Midwest","Primary","Male","20,000- 29,999","25000"
"1437","Black","South","Bachelors","Male",NA,NA
"1438","Hispanic","South","Primary","Female","20,000- 29,999","25000"
"1439","White","South","Secondary","Male","75,000-99,999","87500"
"1440","White","South","Masters","Male",NA,NA
"1441","White","South","Secondary","Female","40,000- 49,999","45000"
"1442","White","South","Secondary","Male",NA,NA
"1443","White","South","Secondary","Male","40,000- 49,999","45000"
"1444","White","South","Secondary","Male","60,000-74,999","67500"
"1445","White","Midwest","Secondary","Female","40,000- 49,999","45000"
"1446","Asian/Pacific Islander","Midwest","Secondary","Male","100,000-149,999","125000"
"1447","Hispanic","West","Primary","Female",NA,NA
"1448","White","West","Bachelors","Male","100,000-149,999","125000"
"1449","White","West","Secondary","Male","75,000-99,999","87500"
"1450","Hispanic","West","Secondary","Male","60,000-74,999","67500"
"1451","White","South","Bachelors","Male","60,000-74,999","67500"
"1452","White","West","Bachelors","Female","60,000-74,999","67500"
"1453","White","South","Secondary","Male","40,000-59,999","55000"
"1454","Other","Midwest","Primary","Female","1-9,999","5000"
"1455","White","Northeast","Secondary","Female","150,000 +","200000"
"1456","White","West","Professional","Male","150,000 +","200000"
"1457","White","South","Professional","Female","75,000-99,999","87500"
"1458","White","South","Bachelors","Male","75,000-99,999","87500"
"1459","White","Midwest","Professional","Male","75,000-99,999","87500"
"1460","Other","Midwest","Bachelors","Female","40,000-59,999","55000"
"1461","White","West","Secondary","Male","40,000- 49,999","45000"
"1462","White","South","Bachelors","Female","40,000-59,999","55000"
"1463","White","South","Primary","Female","10,000-19,999","10000"
"1464","White","West","Bachelors","Male","75,000-99,999","87500"
"1465","Black","South","Secondary","Female","20,000- 29,999","25000"
"1466","Other","Midwest","Secondary","Male","75,000-99,999","87500"
"1467","Other","West","Primary","Female","75,000-99,999","87500"
"1468","White","West","Masters","Female","100,000-149,999","125000"
"1469","White","South","Professional","Male","75,000-99,999","87500"
"1470","Asian/Pacific Islander","South","Secondary","Female","40,000-59,999","55000"
"1471","Black","South","Secondary","Male","1-9,999","5000"
"1472","White","Midwest","Secondary","Female","100,000-149,999","125000"
"1473","White","South","Primary","Male","10,000-19,999","10000"
"1474","Black","West","Secondary","Male","100,000-149,999","125000"
"1475","Black","Midwest","Secondary","Female","40,000- 49,999","45000"
"1476","White","Midwest","Secondary","Female","40,000-59,999","55000"
"1477","Black","Midwest","Secondary","Male",NA,NA
"1478","White","South","Secondary","Female","75,000-99,999","87500"
"1479","White","Midwest","Secondary","Female","60,000-74,999","67500"
"1480","Hispanic","West","Secondary","Female","1-9,999","5000"
"1481","White","Midwest","Primary","Female","20,000- 29,999","25000"
"1482","Hispanic","South","Secondary","Male","30,000-39,999","35000"
"1483","Hispanic","South","Secondary","Male","30,000-39,999","35000"
"1484","White","West","Masters","Female","100,000-149,999","125000"
"1485","White","West","Bachelors","Male","75,000-99,999","87500"
"1486","White","Midwest","Primary","Female","100,000-149,999","125000"
"1487","Hispanic","Midwest","Secondary","Female","10,000-19,999","10000"
"1488","Asian/Pacific Islander","South","Masters","Male","60,000-74,999","67500"
"1489","White","Midwest","Bachelors","Male",NA,NA
"1490","White","West","Bachelors","Female","75,000-99,999","87500"
"1491","White","Midwest","Secondary","Female","40,000-59,999","55000"
"1492","White","West","Secondary","Male","40,000- 49,999","45000"
"1493","Hispanic","South","Bachelors","Female","75,000-99,999","87500"
"1494","White","South","Secondary","Female","60,000-74,999","67500"
"1495","White","Midwest","Secondary","Male","60,000-74,999","67500"
"1496","White","Northeast","Secondary","Male","40,000- 49,999","45000"
